scenario_id,wind_scenario,pv_scenario,hour,time,base_load_mw,wind_power_mw,pv_power_mw,renewable_power_mw,power_ratio,on_status,alk_power_mw,pem_power_mw,ammonia_power_mw,hydrogen_ammonia_load_mw,total_load_mw,curtailment_mw,unserved_load_mw,storage_charge_mw,storage_discharge_mw,soc_mwh,hourly_ammonia_output_ton,wind_generation_cost_yuan,pv_generation_cost_yuan,alk_om_cost_yuan,pem_om_cost_yuan,ammonia_om_cost_yuan,storage_om_cost_yuan,hourly_net_cost_yuan
W1_PV1,风电场景1,光伏场景1,0,0:00-1:00,1.3698000000000001,9.776,0.0,9.776,0.20255903614457832,1,4.051180722891567,4.051180722891567,0.30383855421686745,8.4062,9.776,0.0,0.0,0.0,0.0,0.0,0.6076771084337349,1466.3999999999999,0.0,405.1180722891567,607.677108433735,0.6076771084337349,0.0,2479.802857831325
W1_PV1,风电场景1,光伏场景1,1,1:00-2:00,1.0997999999999999,10.904,0.0,10.904,0.2362457831325301,1,4.724915662650602,4.724915662650602,0.3543686746987952,9.8042,10.904,0.0,0.0,0.0,0.0,0.0,0.7087373493975904,1635.6,0.0,472.4915662650602,708.7373493975903,0.7087373493975904,0.0,2817.537653012048
W1_PV1,风电场景1,光伏场景1,2,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,15.152000000000001,0.3458361445783133,1,6.916722891566266,6.916722891566266,0.5187542168674699,14.352200000000002,15.152000000000001,0.0,0.0,0.0,0.0,0.0,1.0375084337349398,2272.8,0.0,691.6722891566267,1037.50843373494,1.0375084337349398,0.0,4003.0182313253017
W1_PV1,风电场景1,光伏场景1,3,3:00-4:00,0.99,13.312,0.0,13.312,0.2969156626506024,1,5.938313253012048,5.938313253012048,0.44537349397590353,12.322,13.312,0.0,0.0,0.0,0.0,0.0,0.8907469879518071,1996.8,0.0,593.8313253012047,890.7469879518071,0.8907469879518072,0.0,3482.269060240964
W1_PV1,风电场景1,光伏场景1,4,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,15.072000000000001,0.3347421686746988,1,6.694843373493976,6.694843373493976,0.5021132530120482,13.8918,15.072,0.0,0.0,0.0,0.0,0.0,1.0042265060240965,2260.8,0.0,669.4843373493977,1004.2265060240964,1.0042265060240965,0.0,3935.5150698795183
W1_PV1,风电场景1,光伏场景1,5,5:00-6:00,1.6301999999999999,18.724,0.0,18.724,0.4118987951807229,1,8.237975903614458,8.237975903614458,0.6178481927710844,17.0938,18.724,0.0,0.0,0.0,0.0,0.0,1.2356963855421688,2808.6,0.0,823.7975903614459,1235.6963855421689,1.235696385542169,0.0,4869.329672289156
W1_PV1,风电场景1,光伏场景1,6,6:00-7:00,2.5002,9.628,14.08,23.708,0.5110313253012048,1,10.220626506024095,10.220626506024095,0.7665469879518072,21.2078,23.708,0.0,0.0,0.0,0.0,0.0,1.5330939759036144,1444.2,1689.6,1022.0626506024096,1533.0939759036141,1.5330939759036144,0.0,5690.489720481927
W1_PV1,风电场景1,光伏场景1,7,7:00-8:00,3.3701999999999996,22.804000000000002,25.6,48.404,1.0,1,20.0,20.0,1.5,41.5,44.8702,3.5338000000000065,0.0,0.0,0.0,0.0,3.0,3420.6000000000004,3072.0,2000.0,3000.0,3.0,0.0,11495.6
W1_PV1,风电场景1,光伏场景1,8,8:00-9:00,4.0098,17.852,37.12,54.971999999999994,1.0,1,20.0,20.0,1.5,41.5,45.5098,9.462199999999996,0.0,0.0,0.0,0.0,3.0,2677.7999999999997,4454.4,2000.0,3000.0,3.0,0.0,12135.199999999999
W1_PV1,风电场景1,光伏场景1,9,9:00-10:00,4.199999999999999,14.328000000000001,46.08,60.408,1.0,1,20.0,20.0,1.5,41.5,45.7,14.707999999999998,0.0,0.0,0.0,0.0,3.0,2149.2000000000003,5529.599999999999,2000.0,3000.0,3.0,0.0,12681.8
W1_PV1,风电场景1,光伏场景1,10,10:00-11:00,4.1202,11.904,52.48,64.384,1.0,1,20.0,20.0,1.5,41.5,45.6202,18.763800000000003,0.0,0.0,0.0,0.0,3.0,1785.6,6297.599999999999,2000.0,3000.0,3.0,0.0,13086.199999999999
W1_PV1,风电场景1,光伏场景1,11,11:00-12:00,3.9000000000000004,7.736,55.04,62.775999999999996,1.0,1,20.0,20.0,1.5,41.5,45.4,17.375999999999998,0.0,0.0,0.0,0.0,3.0,1160.3999999999999,6604.8,2000.0,3000.0,3.0,0.0,12768.2
W1_PV1,风电场景1,光伏场景1,12,12:00-13:00,3.2598000000000003,8.556000000000001,56.32,64.876,1.0,1,20.0,20.0,1.5,41.5,44.7598,20.116200000000006,0.0,0.0,0.0,0.0,3.0,1283.4000000000003,6758.4,2000.0,3000.0,3.0,0.0,13044.8
W1_PV1,风电场景1,光伏场景1,13,13:00-14:00,2.6898,14.52,56.32,70.84,1.0,1,20.0,20.0,1.5,41.5,44.1898,26.650199999999998,0.0,0.0,0.0,0.0,3.0,2178.0,6758.4,2000.0,3000.0,3.0,0.0,13939.4
W1_PV1,风电场景1,光伏场景1,14,14:00-15:00,3.63,6.707999999999999,52.48,59.187999999999995,1.0,1,20.0,20.0,1.5,41.5,45.13,14.057999999999993,0.0,0.0,0.0,0.0,3.0,1006.1999999999998,6297.599999999999,2000.0,3000.0,3.0,0.0,12306.8
W1_PV1,风电场景1,光伏场景1,15,15:00-16:00,3.8202000000000003,11.175999999999998,44.8,55.976,1.0,1,20.0,20.0,1.5,41.5,45.3202,10.6558,0.0,0.0,0.0,0.0,3.0,1676.3999999999996,5376.0,2000.0,3000.0,3.0,0.0,12055.4
W1_PV1,风电场景1,光伏场景1,16,16:00-17:00,3.75,10.107999999999999,33.28,43.388,0.9551325301204819,1,19.10265060240964,19.10265060240964,1.4326987951807229,39.638,43.388,0.0,0.0,0.0,0.0,0.0,2.8653975903614457,1516.1999999999996,3993.6,1910.265060240964,2865.3975903614455,2.8653975903614457,0.0,10288.32804819277
W1_PV1,风电场景1,光伏场景1,17,17:00-18:00,3.1398,6.3839999999999995,24.32,30.704,0.6641975903614458,1,13.283951807228915,13.283951807228915,0.9962963855421687,27.5642,30.704,0.0,0.0,0.0,0.0,0.0,1.9925927710843374,957.5999999999998,2918.4,1328.3951807228916,1992.5927710843373,1.9925927710843374,0.0,7198.980544578313
