mode,scenario_count,annual_days,annual_total_cost_yuan,annual_total_production_ton,annual_avg_ton_cost_yuan_per_ton,annual_capacity_utilization_rate,annual_total_curtailment_mwh,annual_total_unserved_load_mwh,annual_total_renewable_generation_mwh,annual_total_load_mwh,annual_renewable_utilization_ratio,annual_energy_self_sufficiency_ratio,mean_daily_production_ton,mean_ton_cost_yuan_per_ton,mean_curtailment_mwh,mean_unserved_load_mwh,mean_renewable_utilization_ratio,mean_energy_self_sufficiency_ratio,mean_storage_charge_mwh,mean_storage_discharge_mwh,all_satisfied_days,partially_satisfied_days,none_satisfied_days,storage_capacity_mwh,cost_increase_yuan_per_ton,production_gain_ton,curtailment_reduction_mwh,capacity_utilization_gain_pct,delta_capacity_mwh,delta_cost_yuan_per_ton,delta_production_ton,delta_curtailment_reduction_mwh,marginal_production_gain_per_100yuan,marginal_curtailment_reduction_per_100yuan
offgrid_storage_capacity_scan,24,360.0,48924866.39414947,10497.9808458498,4660.407283319734,0.4050146931269213,2201.5658944816737,0.0,171351.12,167081.26836758887,0.9871517274326443,1.0,29.161057905138325,4977.1598998084255,6.1154608180046495,0.0,0.9926163427894773,1.0,28.759147351840827,23.01390919092569,360.0,0.0,0.0,100.0,481.4141477155754,716.4234482594384,11987.102105518332,2.7639793528527745,5.0,26.8593062342361,19.35826243455267,337.15648332079036,72.07283116597308,1255.268771205398
offgrid_storage_capacity_scan,24,360.0,49296511.876266494,10517.32572057986,4687.171737945242,0.40576102317051926,1864.03539236108,0.0,171351.12,167348.87246802138,0.9891215453254051,1.0,29.214793668277384,5015.585391161192,5.177876089891889,0.0,0.993777594001353,1.0,29.696732079953588,23.75725391434933,360.0,0.0,0.0,105.0,508.1786023410832,735.7683229894992,12324.632607638925,2.838612357212572,5.0,26.764454625507824,19.344874730060837,337.53050212059316,72.27823245695518,1261.1148138206793
offgrid_storage_capacity_scan,24,360.0,49668154.230313435,10536.668753704653,4713.838442804828,0.40650728216453136,1526.485103338314,0.0,171351.12,167616.45109291433,0.9910914786939338,1.0,29.268524315846253,5054.003171854803,4.240236398161984,0.0,0.9949389173663068,1.0,30.63437177168349,24.500527872385316,360.0,0.0,0.0,110.0,534.8453072006696,755.111356114292,12662.18289666169,2.9132382566137816,5.0,26.66670485958639,19.343033124792782,337.55028902276536,72.53627032902483,1265.8117708960945
offgrid_storage_capacity_scan,24,360.0,50035660.420594305,10553.920885618583,4740.954661577571,0.4071728736735565,1224.934432240323,0.0,171351.12,167855.1055843904,0.9928513193713567,1.0,29.316446904496065,5092.673012461938,3.4025956451120094,0.0,0.9959721474823516,1.0,31.47201252473347,25.163457015374423,360.0,0.0,0.0,115.0,561.9615259734119,772.3634880282225,12963.733567759682,2.9797974075162936,5.0,27.116218772742286,17.252131913930498,301.55067109799165,63.62292640621654,1112.0675549391713
offgrid_storage_capacity_scan,24,360.0,50397703.688685626,10568.41363866554,4768.710367684784,0.4077320076645656,971.3321567226343,0.0,171351.12,168055.5886682066,0.9943313346494459,1.0,29.35670455184872,5131.679439111698,2.698144879785095,0.0,0.9968347580020077,1.0,32.176463290060376,25.72035447041941,360.0,0.0,0.0,120.0,589.7172320806249,786.8562410751783,13217.335843277371,3.035710806617203,5.0,27.755706107212973,14.49275304695584,253.60227551768912,52.2154002891303,913.6941951254651
offgrid_storage_capacity_scan,24,360.0,50751979.762056425,10578.98562959304,4797.433472268436,0.40813987768491666,786.3597144824882,0.0,171351.12,168201.8345427037,0.9954108282777347,1.0,29.386071193314,5171.194802863677,2.1843325402291343,0.0,0.997447109352458,1.0,32.690275629616345,26.126593010689163,360.0,0.0,0.0,125.0,618.4403366642773,797.4282320026796,13402.308285517516,3.076497808652312,5.0,28.723104583652457,10.571990927501247,184.97244224014503,36.80657463997891,643.9848509461638
offgrid_storage_capacity_scan,24,360.0,51104452.85178192,10588.647464957676,4826.343781952154,0.40851263367892265,617.3115421200932,0.0,171351.12,168335.48993191452,0.9963973883443534,1.0,29.412909624882435,5210.8261134552895,1.7147542836669256,0.0,0.9980013851993682,1.0,33.15985388617855,26.497857980719147,360.0,0.0,0.0,130.0,647.3506463479953,807.090067367315,13571.356457879912,3.113773408052911,5.0,28.91030968371797,9.661835364635408,169.04817236239614,33.420034134317376,584.7331772360867
offgrid_storage_capacity_scan,24,360.0,51456927.70496425,10598.309300322313,4855.201546476791,0.40888538967292876,448.087024072352,0.0,171351.12,168469.1453211253,0.9973849775591058,1.0,29.439748056450867,5250.454311111657,1.2446861779787557,0.0,0.9985562507587584,1.0,33.62992199186672,26.869122950749134,360.0,0.0,0.0,135.0,676.2084108726322,816.7519027319522,13740.580975927653,3.1510490074535213,5.0,28.857764524636877,9.661835364637227,169.22451804774028,33.48088642274624,586.4089642261355
offgrid_storage_capacity_scan,24,360.0,51809403.887908295,10607.971135686948,4884.006868534266,0.40925814566693475,278.7295298547772,0.0,171351.12,168602.8007103361,0.9983733428187993,1.0,29.4665864880193,5290.079425895863,0.7742486940410478,0.0,0.999111537538516,1.0,34.100359475804424,27.240387920779124,360.0,0.0,0.0,140.0,705.0137329301069,826.4137380965876,13909.938470145227,3.1883246068541204,5.0,28.80532205747477,9.661835364635408,169.35749421757464,33.54184114087429,587.9382076675224
offgrid_storage_capacity_scan,24,360.0,52155122.37158391,10614.221840825172,4913.701932531802,0.4094992994145514,169.09184359114727,0.0,171351.12,168689.26879808155,0.9990131850693993,1.0,29.483949557847705,5330.126212783619,0.4696995655309646,0.0,0.999464378252242,1.0,34.40490860431451,27.48057705340536,360.0,0.0,0.0,145.0,734.7087969276436,832.6644432348112,14019.576156408857,3.212439981615783,5.0,29.695063997536636,6.250705138223566,109.6376862636298,21.049643599832265,369.21182009483067
offgrid_storage_capacity_scan,24,360.0,52498010.12000511,10619.043096672125,4943.760905957462,0.40968530465556036,84.36914076388729,0.0,171351.12,168755.96283729773,0.9995076242235015,1.0,29.49734193520035,5370.349357672676,0.23435872434413133,0.0,0.9997327491044331,1.0,34.64024944550135,27.665838273450323,360.0,0.0,0.0,150.0,764.7677703533027,837.4856990817643,14104.298859236118,3.231040505716681,5.0,30.058973425659133,4.821255846953136,84.72270282726095,16.039323029034602,281.85494437058657
offgrid_storage_capacity_scan,24,360.0,52840845.146477796,10623.837117564552,4973.800385090169,0.40987025916529907,0.0,0.0,171351.12,168822.2801263096,1.0,1.0,29.510658659901527,5410.574328784162,0.0,0.0,1.0,1.0,34.87460816984548,27.850052965149985,360.0,0.0,0.0,155.0,794.8072494860098,842.2797199741908,14188.668000000005,3.2495359566905524,5.0,30.03947913270713,4.794020892426488,84.36914076388712,15.959067969346828,280.86086443498147
offgrid_storage_capacity_scan,24,360.0,53174178.47981113,10623.837117564552,5005.1763681407965,0.40987025916529907,0.0,0.0,171351.12,168822.2801263096,1.0,1.0,29.510658659901527,5451.357179059466,0.0,0.0,1.0,1.0,34.87460816984548,27.850052965149985,360.0,0.0,0.0,160.0,826.1832325366377,842.2797199741908,14188.668000000005,3.2495359566905524,5.0,31.375983050627838,0.0,0.0,0.0,0.0
offgrid_storage_capacity_scan,24,360.0,53507511.81314447,10623.837117564552,5036.552351191424,0.40987025916529907,0.0,0.0,171351.12,168822.2801263096,1.0,1.0,29.510658659901527,5492.140029334769,0.0,0.0,1.0,1.0,34.87460816984548,27.850052965149985,360.0,0.0,0.0,165.0,857.5592155872655,842.2797199741908,14188.668000000005,3.2495359566905524,5.0,31.375983050627838,0.0,0.0,0.0,0.0
offgrid_storage_capacity_scan,24,360.0,53840845.1464778,10623.837117564552,5067.928334242052,0.40987025916529907,0.0,0.0,171351.12,168822.2801263096,1.0,1.0,29.510658659901527,5532.922879610072,0.0,0.0,1.0,1.0,34.87460816984547,27.850052965149985,360.0,0.0,0.0,170.0,888.9351986378933,842.2797199741908,14188.668000000005,3.2495359566905524,5.0,31.375983050627838,0.0,0.0,0.0,0.0
offgrid_storage_capacity_scan,24,360.0,54174178.47981113,10623.837117564552,5099.304317292679,0.40987025916529907,0.0,0.0,171351.12,168822.2801263096,1.0,1.0,29.510658659901527,5573.705729885376,0.0,0.0,1.0,1.0,34.87460816984548,27.850052965149985,360.0,0.0,0.0,175.0,920.3111816885203,842.2797199741908,14188.668000000005,3.2495359566905524,5.0,31.375983050626928,0.0,0.0,0.0,0.0
offgrid_storage_capacity_scan,24,360.0,54507511.813144475,10623.837117564552,5130.680300343308,0.40987025916529907,0.0,0.0,171351.12,168822.2801263096,1.0,1.0,29.510658659901527,5614.48858016068,0.0,0.0,1.0,1.0,34.87460816984547,27.850052965149985,360.0,0.0,0.0,180.0,951.687164739149,842.2797199741908,14188.668000000005,3.2495359566905524,5.0,31.375983050628747,0.0,0.0,0.0,0.0
offgrid_storage_capacity_scan,24,360.0,54840845.1464778,10623.837117564552,5162.056283393935,0.40987025916529907,0.0,0.0,171351.12,168822.2801263096,1.0,1.0,29.510658659901527,5655.271430435983,0.0,0.0,1.0,1.0,34.87460816984548,27.850052965149967,360.0,0.0,0.0,185.0,983.0631477897759,842.2797199741908,14188.668000000005,3.2495359566905524,5.0,31.375983050626928,0.0,0.0,0.0,0.0
