scenario_id,wind_scenario,pv_scenario,production_ton,total_cost_yuan,ton_cost_yuan_per_ton,grid_purchase_cost_yuan,wind_generation_cost_yuan,pv_generation_cost_yuan,alk_om_cost_yuan,pem_om_cost_yuan,ammonia_om_cost_yuan,ammonia_capex_daily_yuan,grid_export_revenue_yuan,on_hours,selected_hours,selected_times,avg_power_ratio,mean_running_power_ratio,min_running_power_ratio,max_running_power_ratio,utilization_rate,total_ammonia_output_ton,simultaneous_buy_sell_violation,pass_count,satisfaction_type,total_load_mwh,renewable_generation_mwh,grid_purchase_mwh,grid_export_mwh,renewable_self_used_mwh,renewable_self_use_ratio,green_power_ratio,renewable_export_ratio,renewable_self_use_pass,green_power_pass,renewable_export_pass,mode,target_production_ton
W3_PV3,风电场景3,光伏场景3,21.383132530120484,82440.0855827309,3855.3792558973764,72121.83487999998,40710.0,10214.4,14255.421686746984,21383.132530120474,21.383132530120474,3333.3333333333335,79599.41997999999,8,"0,1,2,4,5,6,17,23",0:00-1:00;1:00-2:00;2:00-3:00;4:00-5:00;5:00-6:00;6:00-7:00;17:00-18:00;23:00-24:00,0.2969879518072288,0.8909638554216863,0.1277108433734926,0.9999999999999999,0.2969879518072288,21.383132530120474,0,1,部分满足,356.51999999999987,356.52000000000004,210.63619999999995,210.63619999999997,145.88380000000006,0.4091882643329969,0.4091882643329971,0.5908117356670031,False,True,False,grid_connected_same_production,21.383132530120484
W3_PV4,风电场景3,光伏场景4,16.710361445783132,68503.50410441775,4099.462739132112,56565.849600000394,40710.0,2457.6,11140.240963855478,16710.361445783215,16.710361445783214,3333.3333333333335,62430.591600000436,6,"0,1,2,5,6,23",0:00-1:00;1:00-2:00;2:00-3:00;5:00-6:00;6:00-7:00;23:00-24:00,0.23208835341365575,0.928353413654623,0.5701204819277413,0.9999999999999999,0.23208835341365575,16.710361445783214,0,1,部分满足,291.88000000000113,291.88,165.20400000000114,165.20400000000114,126.67599999999885,0.43400027408523656,0.4340002740852349,0.5659997259147634,False,True,False,grid_connected_same_production,16.710361445783132
W4_PV1,风电场景4,光伏场景1,53.8775315160407,175938.21273703018,3265.5210397798,64697.918079999974,55122.6,61132.799999999996,35918.35434402713,53877.531516040704,53.877531516040705,3333.3333333333335,98198.20206788702,19,"0,1,2,3,4,5,6,8,9,10,11,12,13,14,15,16,17,20,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;8:00-9:00;9:00-10:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;17:00-18:00;20:00-21:00;23:00-24:00,0.7482990488338986,0.9452198511586088,0.16742168674698793,1.0,0.7482990488338986,53.877531516040705,0,2,部分满足,806.025852638563,876.924,188.95419999999993,259.85234736143695,617.071652638563,0.7036774596641933,0.7655730279848348,0.2963225403358067,True,True,False,grid_connected_same_production,53.8775315160407
W4_PV2,风电场景4,光伏场景2,40.17447603177111,147634.54664060418,3674.834402914194,69518.91007999997,55122.6,30105.6,26782.984021180746,40174.47603177112,40.17447603177111,3333.3333333333335,77443.53130171275,14,"0,1,2,3,4,5,6,9,10,12,13,14,15,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;9:00-10:00;10:00-11:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;23:00-24:00,0.5579788337745988,0.9565351436135979,0.672557070831337,1.0,0.5579788337745988,40.17447603177111,0,2,部分满足,616.4669184395004,618.364,203.0341999999999,204.93128156049946,413.4327184395006,0.6685911832504813,0.6706486691711658,0.33140881674951883,True,True,False,grid_connected_same_production,40.17447603177111
W4_PV3,风电场景4,光伏场景3,28.319295969538363,108639.22514382507,3836.2261992912113,69518.91007999997,55122.6,10214.4,18879.53064635891,28319.29596953836,28.319295969538363,3333.3333333333335,76777.16418137503,11,"0,1,2,3,4,5,6,9,11,13,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;9:00-10:00;11:00-12:00;13:00-14:00;23:00-24:00,0.39332355513247724,0.8581604839254049,0.368,0.9999999999999999,0.39332355513247724,28.319295969538363,0,1,部分满足,452.4702609119473,452.60400000000004,203.0341999999999,203.1679390880525,249.43606091194755,0.5511132489150505,0.5512761444458532,0.44888675108494946,False,True,False,grid_connected_same_production,28.319295969538363
W4_PV4,风电场景4,光伏场景4,23.646524885201014,93263.38630313765,3944.063102545177,67844.66341625074,55122.6,2457.6,15764.34992346734,23646.524885201008,23.646524885201007,3333.3333333333335,74929.33177999996,8,"0,1,2,3,4,5,6,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;23:00-24:00,0.3284239567389029,0.9852718702167087,0.8821749617336707,0.9999999999999998,0.3284239567389029,23.646524885201007,0,1,部分满足,387.8302609119473,387.964,198.14446091194725,198.27819999999988,189.6858000000001,0.48892629213019795,0.48909489309568405,0.5110737078698021,False,True,False,grid_connected_same_production,23.646524885201014
W5_PV1,风电场景5,光伏场景1,50.81673518817535,167093.55843077236,3288.1600482994763,72845.66847999998,46497.0,61132.799999999996,33877.82345878357,50816.73518817536,50.81673518817536,3333.3333333333335,101460.61876470805,18,"0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,18,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;8:00-9:00;10:00-11:00;11:00-12:00;12:00-13:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;18:00-19:00;23:00-24:00,0.7057879887246576,0.9410506516328768,0.40438554216867467,1.0,0.7057879887246576,50.81673518817536,0,2,部分满足,763.684836769759,819.42,212.75019999999995,268.4853632302409,550.934636769759,0.6723470708180896,0.7214162312035777,0.3276529291819103,True,True,False,grid_connected_same_production,50.81673518817535
W5_PV2,风电场景5,光伏场景2,36.017291288933194,131229.9835697262,3643.5272857414575,77666.66047999998,46497.0,30105.6,24011.527525955462,36017.29128893319,36.017291288933194,3333.3333333333335,86437.44634978469,14,"0,1,2,3,4,5,6,11,12,13,15,16,20,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;11:00-12:00;12:00-13:00;13:00-14:00;15:00-16:00;16:00-17:00;20:00-21:00;23:00-24:00,0.5002401567907387,0.8575545544984093,0.19334939759036146,1.0,0.5002401567907387,36.017291288933194,0,1,部分满足,558.9591961635758,560.86,226.83019999999996,228.73100383642412,332.1289961635759,0.592178076816988,0.5941918452064978,0.407821923183012,False,True,False,grid_connected_same_production,36.017291288933194
W5_PV3,风电场景5,光伏场景3,24.172048192771086,92366.01526747791,3821.191093566534,77060.61249929028,46497.0,10214.4,16114.69879518072,24172.04819277108,24.17204819277108,3333.3333333333335,85050.24960129027,9,"0,1,2,3,4,5,6,8,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;8:00-9:00;23:00-24:00,0.33572289156626506,0.8952610441767068,0.0999999986424466,0.9999999999999999,0.33572289156626506,24.17204819277108,0,1,部分满足,395.0999999999999,395.1,225.06020005633843,225.06020005633837,170.03979994366165,0.4303715513633552,0.4303715513633553,0.5696284486366447,False,True,False,grid_connected_same_production,24.172048192771086
W5_PV4,风电场景5,光伏场景4,19.499277108433734,78415.58879116461,4021.4613267508607,61638.163199999966,46497.0,2457.6,12999.518072289151,19499.27710843373,19.49927710843373,3333.3333333333335,68028.80219999998,7,"0,1,2,3,4,5,6",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00,0.27082329317269066,0.9285370051635108,0.4997590361445781,1.0,0.27082329317269066,19.49927710843373,0,1,部分满足,330.4599999999999,330.46000000000004,180.01799999999992,180.01799999999997,150.44200000000006,0.4552502572172125,0.4552502572172127,0.5447497427827875,False,True,False,grid_connected_same_production,19.499277108433734
W6_PV1,风电场景6,光伏场景1,46.03848154780617,156689.78174189536,3403.452426622484,83266.95487999998,30948.0,61132.799999999996,30692.321031870775,46038.481547806165,46.03848154780616,3333.3333333333335,98768.1475326627,16,"0,1,2,3,4,5,6,7,9,10,11,13,14,15,16,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;7:00-8:00;9:00-10:00;10:00-11:00;11:00-12:00;13:00-14:00;14:00-15:00;15:00-16:00;16:00-17:00;23:00-24:00,0.6394233548306412,0.9591350322459617,0.4742087087064725,1.0,0.6394233548306412,46.03848154780616,0,2,部分满足,697.5856614113186,715.76,243.18619999999993,261.3605385886814,454.3994614113186,0.6348489178094873,0.6513887634846186,0.36515108219051273,True,True,False,grid_connected_same_production,46.03848154780617
W6_PV2,风电场景6,光伏场景2,28.66120481927711,103051.31913694779,3595.498507014505,88087.94687999997,30948.0,30105.6,19107.469879518074,28661.204819277107,28.661204819277106,3333.3333333333335,97220.89697999996,10,"0,1,2,3,4,5,6,11,13,23",0:00-1:00;1:00-2:00;2:00-3:00;3:00-4:00;4:00-5:00;5:00-6:00;6:00-7:00;11:00-12:00;13:00-14:00;23:00-24:00,0.39807228915662646,0.9553734939759035,0.5851036144578328,0.9999999999999999,0.39807228915662646,28.661204819277106,0,1,部分满足,457.19999999999993,457.2,257.2661999999999,257.2661999999999,199.93380000000008,0.43730052493438337,0.4373005249343834,0.5626994750656166,False,True,False,grid_connected_same_production,28.66120481927711
W6_PV3,风电场景6,光伏场景3,16.678554216867468,66009.16404899594,3957.7269822488033,60772.02815999994,30948.0,10214.4,11119.036144578306,16678.55421686746,16.678554216867457,3333.3333333333335,67072.86635999997,6,"0,1,4,5,6,23",0:00-1:00;1:00-2:00;4:00-5:00;5:00-6:00;6:00-7:00;23:00-24:00,0.23164658634538138,0.9265863453815255,0.559518072289154,0.9999999999999999,0.23164658634538138,16.678554216867457,0,1,部分满足,291.4399999999998,291.44,177.48839999999984,177.48839999999993,113.95160000000007,0.3909950590172937,0.3909950590172939,0.6090049409827063,False,True,False,grid_connected_same_production,16.678554216867468
W6_PV4,风电场景6,光伏场景4,11.939130189217366,51639.46869111915,4325.228712034358,44960.66987223429,30948.0,2457.6,7959.420126144902,11939.130189217352,11.939130189217352,3333.3333333333335,49970.62395999994,4,"0,5,6,23",0:00-1:00;5:00-6:00;6:00-7:00;23:00-24:00,0.16582125262801878,0.9949275157681128,0.9797100630724512,0.9999999999999999,0.16582125262801878,11.939130189217352,0,1,部分满足,225.87796761750673,226.8,131.3103676175067,132.23239999999987,94.56760000000014,0.4169647266313939,0.41866677391102336,0.583035273368606,False,True,False,grid_connected_same_production,11.939130189217366
