mode,scenario_id,wind_scenario,pv_scenario,storage_capacity_mwh,total_cost_yuan,ton_cost_yuan_per_ton,total_ammonia_output_ton,capacity_utilization_rate,on_hours,avg_power_ratio,mean_running_power_ratio,base_load_mwh,hydrogen_ammonia_load_mwh,unserved_load_mwh,energy_self_sufficiency_ratio,renewable_utilization_ratio,ammonia_capex_daily_yuan,storage_capex_daily_yuan,wind_generation_cost_yuan,pv_generation_cost_yuan,alk_om_cost_yuan,pem_om_cost_yuan,ammonia_om_cost_yuan,storage_om_cost_yuan,storage_charge_mwh,storage_discharge_mwh,soc_max_mwh,soc_min_mwh,total_load_mwh,renewable_generation_mwh,grid_purchase_mwh,grid_export_mwh,curtailment_mwh,renewable_self_used_mwh,renewable_self_use_ratio,green_power_ratio,renewable_export_ratio,renewable_self_use_pass,green_power_pass,renewable_export_pass,pass_count,satisfaction_type
offgrid_no_storage,W3_PV3,风电场景3,光伏场景3,0.0,89917.67068273091,4205.074750206595,21.383132530120484,0.2969879518072289,24,0.2969879518072289,0.2969879518072289,60.72,295.79999999999995,0.0,1.0,1.0,3333.3333333333335,0.0,40710.0,10214.4,14255.421686746988,21383.13253012048,21.383132530120484,0.0,0.0,0.0,0.0,0.0,356.52,356.52000000000004,0.0,0.0,0.0,356.52000000000004,1.0,1.0000000000000002,0.0,True,True,True,3,全满足
offgrid_no_storage,W3_PV4,风电场景3,光伏场景4,0.0,74368.24610441766,4450.427140412604,16.710361445783136,0.23208835341365466,24,0.23208835341365464,0.23208835341365464,60.72,231.16000000000003,0.0,1.0,1.0,3333.3333333333335,0.0,40710.0,2457.6,11140.240963855422,16710.361445783135,16.710361445783136,0.0,0.0,0.0,0.0,0.0,291.88,291.88,0.0,0.0,0.0,291.88,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W4_PV1,风电场景4,光伏场景1,0.0,196612.29325140562,4256.928244565963,46.186424096385544,0.6414781124497992,23,0.6414781124497991,0.6693684651650079,60.72,638.9122,0.0,1.0,0.797825353166295,3333.3333333333335,0.0,55122.6,61132.799999999996,30790.94939759036,46186.42409638554,46.186424096385544,0.0,0.0,0.0,0.0,0.0,699.6322,876.924,0.0,0.0,177.2918,699.6322,0.797825353166295,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W4_PV2,风电场景4,光伏场景2,0.0,154181.3635502008,3918.3752802181402,39.34828915662651,0.546504016064257,23,0.546504016064257,0.5702650602409639,60.72,544.318,0.0,1.0,0.978449586327794,3333.3333333333335,0.0,55122.6,30105.6,26232.192771084337,39348.2891566265,39.34828915662651,0.0,0.0,0.0,0.0,0.0,605.038,618.364,0.0,0.0,13.326000000000008,605.038,0.978449586327794,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W4_PV3,风电场景4,光伏场景3,0.0,115481.31874538152,4114.08442268797,28.06974939759036,0.3898576305220883,23,0.3898576305220884,0.4068079622839182,60.72,388.2982,0.0,1.0,0.9920774009951304,3333.3333333333335,0.0,55122.6,10214.4,18713.16626506024,28069.749397590364,28.069749397590364,0.0,0.0,0.0,0.0,0.0,449.0182,452.60400000000004,0.0,0.0,3.5857999999999994,449.01820000000004,0.9920774009951304,1.0000000000000002,0.0,True,True,True,3,全满足
offgrid_no_storage,W4_PV4,风电场景4,光伏场景4,0.0,99931.89416706827,4271.145308984739,23.396978313253012,0.32495803212851404,23,0.3249580321285141,0.3390866422210581,60.72,323.65819999999997,0.0,1.0,0.9907573898609149,3333.3333333333335,0.0,55122.6,2457.6,15597.985542168677,23396.97831325301,23.396978313253015,0.0,0.0,0.0,0.0,0.0,384.3782,387.964,0.0,0.0,3.5857999999999994,384.3782,0.9907573898609149,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W5_PV1,风电场景5,光伏场景1,0.0,183302.3903791165,4225.745450524953,43.377527710843374,0.6024656626506024,24,0.6024656626506024,0.6024656626506024,60.72,600.0558,0.0,1.0,0.8063945229552612,3333.3333333333335,0.0,46497.0,61132.799999999996,28918.351807228915,43377.52771084337,43.37752771084338,0.0,0.0,0.0,0.0,0.0,660.7758,819.4200000000001,0.0,0.0,158.64419999999998,660.7758000000001,0.8063945229552612,1.0000000000000002,0.0,True,True,True,3,全满足
offgrid_no_storage,W5_PV2,风电场景5,光伏场景2,0.0,139042.4120995984,3923.0284183968915,35.44262168674699,0.4922586345381526,24,0.4922586345381526,0.4922586345381526,60.72,490.2896,0.0,1.0,0.9824369717933173,3333.3333333333335,0.0,46497.0,30105.6,23628.414457831324,35442.62168674699,35.44262168674699,0.0,0.0,0.0,0.0,0.0,551.0096,560.8599999999999,0.0,0.0,9.850400000000008,551.0095999999999,0.9824369717933173,0.9999999999999998,0.0,True,True,True,3,全满足
offgrid_no_storage,W5_PV3,风电场景5,光伏场景3,0.0,100355.6523694779,4151.72316260276,24.172048192771086,0.3357228915662651,24,0.33572289156626506,0.33572289156626506,60.72,334.38,0.0,1.0,1.0,3333.3333333333335,0.0,46497.0,10214.4,16114.698795180724,24172.048192771083,24.172048192771086,0.0,0.0,0.0,0.0,0.0,395.1,395.1,0.0,0.0,0.0,395.1,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W5_PV4,风电场景5,光伏场景4,0.0,84806.22779116465,4349.19855333943,19.499277108433734,0.27082329317269077,24,0.27082329317269077,0.27082329317269077,60.72,269.74,0.0,1.0,1.0,3333.3333333333335,0.0,46497.0,2457.6,12999.518072289156,19499.277108433733,19.499277108433734,0.0,0.0,0.0,0.0,0.0,330.4599999999999,330.4599999999999,0.0,0.0,0.0,330.4599999999999,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W6_PV1,风电场景6,光伏场景1,0.0,163432.48613815263,4007.020137126112,40.786539759036145,0.566479718875502,24,0.566479718875502,0.566479718875502,60.72,564.2138,0.0,1.0,0.8731052308036213,3333.3333333333335,0.0,30948.0,61132.799999999996,27191.0265060241,40786.539759036146,40.786539759036145,0.0,0.0,0.0,0.0,0.0,624.9338,715.76,0.0,0.0,90.8262,624.9338,0.8731052308036213,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W6_PV2,风电场景6,光伏场景2,0.0,112184.26923694777,3914.1505021971116,28.66120481927711,0.3980722891566265,24,0.39807228915662657,0.39807228915662657,60.72,396.48,0.0,1.0,1.0,3333.3333333333335,0.0,30948.0,30105.6,19107.469879518074,28661.20481927711,28.66120481927711,0.0,0.0,0.0,0.0,0.0,457.20000000000005,457.20000000000005,0.0,0.0,0.0,457.20000000000005,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W6_PV3,风电场景6,光伏场景3,0.0,72310.00224899598,4335.507820927724,16.678554216867468,0.2316465863453815,24,0.23164658634538152,0.23164658634538152,60.72,230.72000000000003,0.0,1.0,1.0,3333.3333333333335,0.0,30948.0,10214.4,11119.036144578313,16678.55421686747,16.678554216867468,0.0,0.0,0.0,0.0,0.0,291.44,291.44,0.0,0.0,0.0,291.44,1.0,1.0,0.0,True,True,True,3,全满足
offgrid_no_storage,W6_PV4,风电场景6,光伏场景4,0.0,55091.91442248996,5005.995965392291,11.005185542168675,0.15284979919678715,19,0.15284979919678715,0.19307343056436274,60.72,152.2384,0.0,1.0,0.9389700176366843,3333.3333333333335,0.0,30948.0,2457.6,7336.790361445784,11005.185542168674,11.005185542168675,0.0,0.0,0.0,0.0,0.0,212.95839999999998,226.8,0.0,0.0,13.8416,212.9584,0.9389700176366843,1.0000000000000002,0.0,True,True,True,3,全满足
